userName,content,score,at,appVersion,text,label,sentiment
Gema Aditya,Mauu nanya min kenapa apk gojek saya tidak bisa kebuka,0.9977431297302246,2021-11-05 11:00:22,4.30.1,"Translated(src=id, dest=en, text=I want to ask, why can't my Gojek APK be opened?, pronunciation=I want to ask, why can't my Gojek APK be opened?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9977431297302246}]"
Ferdinand Anaboeni,good,0.9998444318771362,2021-11-05 02:00:27,4.30.1,"Translated(src=id, dest=en, text=b'good', pronunciation=b'good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Al'araf Nuari,Mantap,0.9997685551643372,2021-11-05 02:02:28,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
CATPEN Asiyk,Thanks membantu skali,0.9998145699501038,2021-12-11 09:50:48,4.30.1,"Translated(src=id, dest=en, text=Thanks very helpful', pronunciation=Thanks very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998145699501038}]"
Annisa Veronica,Sangat memuaskandan menarik promo ny jga fitur nya,0.999804675579071,2021-11-22 09:33:09,4.30.1,"Translated(src=id, dest=en, text=b'Very satisfying and interesting promos as well as features', pronunciation=b'Very satisfying and interesting promos as well as features', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999804675579071}]"
pemburu ayam putih # chanel,Sip lah,0.9998041987419128,2021-11-14 03:53:23,4.30.1,"Translated(src=id, dest=en, text=b'That's fine', pronunciation=b'That's fine', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998041987419128}]"
Tini Supandhi,Membantu bangetapalagi pakai gopay,0.9923763871192932,2021-11-14 03:54:11,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful, especially using GoPay', pronunciation=b'Very helpful, especially using GoPay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9923763871192932}]"
fiqih yatulwadi,Manntaaap,0.9793425798416138,2021-11-05 01:59:31,4.30.1,"Translated(src=id, dest=en, text=b'Manntaaap', pronunciation=b'Manntaaap', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9793425798416138}]"
Nurdjawati Oningo,Cepat tepat mudah dan murah ongkirnya,0.9958325028419495,2021-11-05 02:20:17,4.30.1,"Translated(src=id, dest=en, text=b'Quick, precise, easy and cheap shipping', pronunciation=b'Quick, precise, easy and cheap shipping', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9958325028419495}]"
Bagus Arya Saputra,Mantab,0.9997685551643372,2021-11-05 01:57:22,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Bambang Irawan0406,Ok,0.9989097118377686,2021-11-05 01:55:49,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Maolani Azshari,Susah dapet driver Padahal waktu lagi mepet,0.9986535310745239,2021-11-05 01:54:00,4.30.1,"Translated(src=id, dest=en, text=It's hard to get a driver even though time is tight', pronunciation=It's hard to get a driver even though time is tight', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986535310745239}]"
Rahmat Pabokori,Mntap proses cepat,0.9975982308387756,2021-11-05 01:50:00,4.30.1,"Translated(src=id, dest=en, text=b'Constantly fast process', pronunciation=b'Constantly fast process', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9975982308387756}]"
Pat Mono,Oke,0.9986165761947632,2021-11-17 05:25:43,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Erwan Yudi setiawan,Yyyya,0.8093271851539612,2021-11-05 02:23:24,4.30.1,"Translated(src=id, dest=en, text=b'Yyyya', pronunciation=b'Yyyya', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8093271851539612}]"
Cecep Supriadi,Ok,0.9989097118377686,2021-11-05 02:47:27,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Nathalia Hutagalung,Males banget skrng pakek gojek Cuman karna gw pakek voucher drivernya pada ga mau Jadi lebih baik pake app sebelah aja deh voucher nya banyak trus drivernya pada ga malas Bhayyy,0.9908506274223328,2021-11-05 02:38:03,4.30.1,"Translated(src=id, dest=en, text=I'm really feeling lazy now about using Gojek. Just because I don't want to use a voucher, the driver doesn't want to. So it's better to just use the other app, there are lots of vouchers and the driver isn't lazy Bhayyy', pronunciation=I'm really feeling lazy now about using Gojek. Just because I don't want to use a voucher, the driver doesn't want to. So it's better to just use the other app, there are lots of vouchers and the driver isn't lazy Bhayyy', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9908506274223328}]"
Oggho Tayan,Nice,0.9997404217720032,2021-11-05 02:42:36,4.30.1,"Translated(src=id, dest=en, text=b'Nice', pronunciation=b'Nice', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997404217720032}]"
agnflh,Oke,0.9986165761947632,2021-11-10 14:28:19,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Mohammad Ardhan,Lanjutkan promomu ,0.9955956339836121,2021-11-14 03:26:16,4.30.1,"Translated(src=id, dest=en, text=b'Continue your promotion', pronunciation=b'Continue your promotion', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9955956339836121}]"
Sultan sharil,Saya sangatlah kecewa dengan apk inisaya tidak tau apaapa dan tibatiba akun saya ke blokdan saya udh hubungi csdan sampai sekarang belom juga selesai,0.9992627501487732,2021-11-05 02:39:51,4.30.1,"Translated(src=id, dest=en, text=b I'm very disappointed with this apk, I don't know what's wrong and suddenly my account was blocked and I've contacted CS and until now it hasn't finished yet', pronunciation=b I'm very disappointed with this apk, I don't know what's wrong and suddenly my account was blocked and I've contacted CS and until now it hasn't finished yet', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992627501487732}]"
Midiati Edward,Bagus,0.9998444318771362,2021-11-05 02:39:08,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Ridho Fortune,Sejak pake gojek aku lbih bhagia bisa jajan murah terus  mkasih gojeksmoga makin oke kedepannya,0.9838395714759827,2021-11-05 02:38:34,4.30.1,"Translated(src=id, dest=en, text=Since using Gojek, I'm happier, I can get cheap snacks, thank you Gojek, hopefully it will be better in the future', pronunciation=Since using Gojek, I'm happier, I can get cheap snacks, thank you Gojek, hopefully it will be better in the future', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9838395714759827}]"
Hangga Dania putra,Good,0.9998444318771362,2021-12-03 21:40:57,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
hilderiana Hutagalung,Sangat mntp,0.999846339225769,2021-11-05 02:31:59,4.30.1,"Translated(src=id, dest=en, text=b'Very nice', pronunciation=b'Very nice', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999846339225769}]"
S7,Bagus aplikasinya,0.9998039603233337,2021-11-05 02:29:10,4.30.1,"Translated(src=id, dest=en, text=b'Good application', pronunciation=b'Good application', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998039603233337}]"
Zhanty Novalina,Senang laahh klo sllu dpt voucher hehehehe,0.9990690350532532,2021-11-05 02:28:53,4.30.1,"Translated(src=id, dest=en, text=b'I'll be happy if you always get a voucher hehehehe', pronunciation=b'I'll be happy if you always get a voucher hehehehe', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990690350532532}]"
Daman Hoery,Sempat kecewa wktu d anter drivernyakurang sopan mohon lebih bijak lg para drivermksihsmngt sukses slalu buat gojek,0.998843789100647,2021-11-05 02:26:59,4.30.1,"Translated(src=id, dest=en, text=b'I was disappointed at the time and the driver was not polite, please be wiser, the drivers are very successful and always make Gojek a success', pronunciation=b'I was disappointed at the time and the driver was not polite, please be wiser, the drivers are very successful and always make Gojek a success', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998843789100647}]"
peryanto kasal,Pelayanan sangat baik,0.9998161196708679,2021-11-05 02:25:58,4.30.1,"Translated(src=id, dest=en, text=b'Very good service', pronunciation=b'Very good service', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]"
Sally Badriya Hisniati,Bagus,0.9998444318771362,2021-11-17 05:20:07,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
sss sss,konfirm link login lewat sms susah amat,0.9994833469390869,2021-11-05 01:44:45,4.30.1,"Translated(src=id, dest=en, text=b'confirming the login link via SMS is very difficult', pronunciation=b'confirming the login link via SMS is very difficult', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994833469390869}]"
Esin Asna,Bravo,0.982866108417511,2021-11-05 01:44:34,4.30.1,"Translated(src=id, dest=en, text=b'Bravo', pronunciation=b'Bravo', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.982866108417511}]"
devi wyeth,Tepat waktugak perlu menunggu lamamantappp,0.9935531616210938,2021-11-05 00:56:35,4.30.1,"Translated(src=id, dest=en, text=b'On time, no need to wait too long, okay', pronunciation=b'On time, no need to wait too long, okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9935531616210938}]"
Lola Silaban,Mantap bos,0.9992871880531311,2021-11-22 08:25:34,4.30.1,"Translated(src=id, dest=en, text=b'Great boss', pronunciation=b'Great boss', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992871880531311}]"
ilda purwanto,Bagus aplikasinya tp saat mau masukin no kontak saat akan gosend knp hrs sll bolak balik gx bisa,0.9978552460670471,2021-11-05 01:03:57,4.30.1,"Translated(src=id, dest=en, text=b'The application is good but when you want to enter the contact number when you want to send it, why do you have to keep going back and forth, it doesn't work', pronunciation=b'The application is good but when you want to enter the contact number when you want to send it, why do you have to keep going back and forth, it doesn't work', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978552460670471}]"
Yendra fikhy,Bagus terbantu buat kebutuhan sehari hari saya,0.9994072914123535,2021-11-05 01:03:14,4.30.1,"Translated(src=id, dest=en, text=b'Good, helpful for my daily needs', pronunciation=b'Good, helpful for my daily needs', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994072914123535}]"
Hendy Alfarizky,Ok,0.9989097118377686,2021-11-05 01:03:03,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Mass Ramaa,Aplikasi gajelas gada apa apa main blokir di pikir nyari duit gampang Mending gausah pake ini aplikasi sumpah mnding pke ovo mayan aman ini mah apaan gada penipuan malah di blok hadeh,0.9896043539047241,2021-11-28 16:17:00,4.30.1,"Translated(src=id, dest=en, text=The application is not clear, there's nothing wrong with blocking, I think it's easy to make money, it's better not to use this application, I swear it's safe to use OVO, it's safe, what's wrong, there's no fraud, it's even blocked, hadeh', pronunciation=The application is not clear, there's nothing wrong with blocking, I think it's easy to make money, it's better not to use this application, I swear it's safe to use OVO, it's safe, what's wrong, there's no fraud, it's even blocked, hadeh', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9896043539047241}]"
putra aditya,Okeh sih Tp promoa massi kurang banyak dan paylatera pun masi di kasi 100rbu gk ad kenaikan sama sekali,0.9993466734886169,2021-11-14 05:03:04,4.30.1,"Translated(src=id, dest=en, text=b'Okay, but the mass promo is not much and the paylatera is still given 100 thousand, there is no increase at all', pronunciation=b'Okay, but the mass promo is not much and the paylatera is still given 100 thousand, there is no increase at all', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993466734886169}]"
Agus Ramdan,Aplikasi yg merugikan mau ganti alamat tujuan kena biaya 4 ribu padahal biaya perjalanan sama saja kenapa harus pakai biaya 4 ribu cuma ganti alamat tujuan Sangat merugikan konsumen,0.9997345805168152,2021-11-05 00:55:10,4.30.1,"Translated(src=id, dest=en, text=b'A detrimental application that wants to change the destination address costs 4 thousand even though the travel costs are the same, why do you have to charge 4 thousand just to change the destination address? It's very detrimental to consumers', pronunciation=b'A detrimental application that wants to change the destination address costs 4 thousand even though the travel costs are the same, why do you have to charge 4 thousand just to change the destination address? It's very detrimental to consumers', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997345805168152}]"
Alya aini,Mantap,0.9997685551643372,2021-11-05 01:40:08,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Zumaroh Siti,Murah nyaman sip dah pokoknya PP rmh kantor always,0.9930579662322998,2021-11-05 00:52:48,4.30.1,"Translated(src=id, dest=en, text=b'Cheap, comfortable, just PP for the office always', pronunciation=b'Cheap, comfortable, just PP for the office always', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9930579662322998}]"
anis khotimah,Gila Mahal bgt Admin paylaternya Padahal cuma make 50000 masa harus bayar sampe 90000,0.9990522265434265,2021-11-17 05:34:20,4.30.1,"Translated(src=id, dest=en, text=b'It's crazy how expensive the paylater admin is, even though it only costs 50,000, you have to pay up to 90,000', pronunciation=b'It's crazy how expensive the paylater admin is, even though it only costs 50,000, you have to pay up to 90,000', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990522265434265}]"
Muhamad Ichwan,Ok yesss membantu sekali klu lg membutuhkan,0.9935543537139893,2021-11-05 00:49:32,4.30.1,"Translated(src=id, dest=en, text=b'Ok yesss very helpful if you need it', pronunciation=b'Ok yesss very helpful if you need it', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9935543537139893}]"
Nur Alim,Order gofood susah dapat driver setelah saya tanya ke drivernya ternyata biang keroknya karena upah driver dipangkas dari 8k jadi 64 k jadi banysk yang gk mau ambil,0.9996142387390137,2021-11-10 13:50:56,4.30.1,"Translated(src=id, dest=en, text=b'Gofood orders were difficult to get drivers after I asked the drivers and it turned out the culprit was because drivers' wages were cut from 8k to 64k so many people didn't want to take them', pronunciation=b'Gofood orders were difficult to get drivers after I asked the drivers and it turned out the culprit was because drivers' wages were cut from 8k to 64k so many people didn't want to take them', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996142387390137}]"
Me,Kenapa akhirini gojek sering error ya Loading terus Padahal pas buka tokped bisa lancar,0.6230443716049194,2021-11-05 00:47:10,4.30.1,"Translated(src=id, dest=en, text=b'Why does Gojek keep having errors lately? It keeps loading even though when you open Tokped it works smoothly', pronunciation=b'Why does Gojek keep having errors lately? It keeps loading even though when you open Tokped it works smoothly', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6230443716049194}]"
Tri Mul,Mantab,0.9997685551643372,2021-11-25 13:14:38,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
